Rank;Sourceid;Title;Issn;SJR;Year;SJR Best Quartile;Categories
195;21100873499;Nature Sustainability;23989629;5,789;2021;Q1;"Ecology (Q1); Food Science (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Renewable Energy, Sustainability and the Environment (Q1); Urban Studies (Q1)"
196;21100228546;JAMA Internal Medicine;21686114, 21686106;5,772;2021;Q1;Internal Medicine (Q1)
197;29709;Reports on Progress in Physics;13616633, 00344885;5,756;2021;Q1;"Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
198;22680;Journal of the American Chemical Society;15205126, 00027863;5,728;2021;Q1;"Biochemistry (Q1); Catalysis (Q1); Chemistry (miscellaneous) (Q1); Colloid and Surface Chemistry (Q1)"
199;22214;Genome Research;15495469, 10889051;5,707;2021;Q1;"Genetics (Q1); Genetics (clinical) (Q1)"
200;19900191883;American Economic Journal: Microeconomics;19457669, 19457685;5,678;2021;Q1;Economics, Econometrics and Finance (miscellaneous) (Q1)
201;14599;Ecology Letters;1461023X, 14610248;5,673;2021;Q1;Ecology, Evolution, Behavior and Systematics (Q1)
202;21708;Annual Review of Genomics and Human Genetics;15278204, 1545293X;5,653;2021;Q1;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
203;21100831443;Nature Biomedical Engineering;2157846X;5,635;2021;Q1;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Medicine (miscellaneous) (Q1)"
204;17435;EMBO Journal;02614189, 14602075;5,633;2021;Q1;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
205;11600154092;Current Protocols in Bioinformatics;19343396, 1934340X;5,626;2021;Q1;"Biochemistry (Q1); Medicine (miscellaneous) (Q1); Structural Biology (Q1)"
206;4000148205;Nature Chemical Biology;15524469, 15524450;5,613;2021;Q1;"Cell Biology (Q1); Molecular Biology (Q1)"
207;21100228547;JAMA Psychiatry;21686238, 2168622X;5,59;2021;Q1;"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
208;73008;Vital and health statistics. Series 2, Data evaluation and methods research;00832057, 23330872;5,541;2021;Q1;"Health Information Management (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
209;21191;Pharmacological Reviews;15210081, 00316997;5,54;2021;Q1;"Molecular Medicine (Q1); Pharmacology (Q1)"
210;7500153126;Journal of the European Economic Association;15424774, 15424766;5,535;2021;Q1;Economics, Econometrics and Finance (miscellaneous) (Q1)
211;21100831440;Nature Ecology and Evolution;2397334X;5,533;2021;Q1;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
212;15870;Journal of Clinical Investigation;00219738, 15588238;5,527;2021;Q1;Medicine (miscellaneous) (Q1)
213;21100466539;MMWR supplements;23808942, 23808950;5,527;2021;Q1;Medicine (miscellaneous) (Q1)
214;19700174677;Science Translational Medicine;19466234, 19466242;5,5;2021;Q1;Medicine (miscellaneous) (Q1)
215;21100278313;Light: Science and Applications;20477538;5,497;2021;Q1;"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)"
216;21100241219;JACC: Heart Failure;22131787, 22131779;5,474;2021;Q1;Cardiology and Cardiovascular Medicine (Q1)
217;28665;Zhonghua fu chan ke za zhi;0529567X;5,45;2021;Q1;Medicine (miscellaneous) (Q1)
218;14365;Trends in Ecology and Evolution;01695347, 18728383;5,42;2021;Q1;Ecology, Evolution, Behavior and Systematics (Q1)
219;23833;Cement and Concrete Research;88846;5,408;2021;Q1;"Building and Construction (Q1); Materials Science (miscellaneous) (Q1)"
220;20246;Journal of Labor Economics;0734306X, 15375307;5,389;2021;Q1;"Economics and Econometrics (Q1); Industrial Relations (Q1)"
221;24668;Journal of the American Mathematical Society;10886834, 08940347;5,373;2021;Q1;"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)"
222;22961;Journal of Marketing Research;00222437, 15477193;5,372;2021;Q1;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
223;19700200702;Annual Review of Financial Economics;19411367, 19411375;5,368;2021;Q1;"Economics and Econometrics (Q1); Finance (Q1)"
224;19136;Annals of the Rheumatic Diseases;00034967, 14682060;5,366;2021;Q1;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
225;17600155041;Nature Geoscience;17520908, 17520894;5,364;2021;Q1;Earth and Planetary Sciences (miscellaneous) (Q1)
226;12216;Molecular Biology and Evolution;15371719, 07374038;5,341;2021;Q1;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Molecular Biology (Q1)"
227;21100369870;Lancet HIV,The;23523018;5,296;2021;Q1;"Epidemiology (Q1); Immunology (Q1); Infectious Diseases (Q1); Virology (Q1)"
228;13461;Psychological Methods;1082989X, 19391463;5,295;2021;Q1;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
229;17269;Studies in Mycology;1660616;5,257;2021;Q1;"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
230;19700170610;IEEE Transactions on Smart Grid;19493053;5,251;2021;Q1;Computer Science (miscellaneous) (Q1)
231;27162;Journal of Business and Economic Statistics;07350015, 15372707;5,241;2021;Q1;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
232;28371;Hepatology;02709139, 15273350;5,235;2021;Q1;"Hepatology (Q1); Medicine (miscellaneous) (Q1)"
233;23188;European Journal of Heart Failure;13889842, 18790844;5,231;2021;Q1;Cardiology and Cardiovascular Medicine (Q1)
234;27498;Annual Review of Medicine;1545326X, 00664219;5,218;2021;Q1;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
235;21100838541;Nature Human Behaviour;23973374;5,205;2021;Q1;"Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Social Psychology (Q1)"
236;17552;Acta Neuropathologica;00016322, 14320533;5,203;2021;Q1;"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)"
237;22330;Organizational Research Methods;15527425, 10944281;5,195;2021;Q1;"Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
238;21100370017;Lancet Haematology,The;23523026;5,189;2021;Q1;Hematology (Q1)
239;28996;Journal of Financial Intermediation;10960473, 10429573;5,166;2021;Q1;"Economics and Econometrics (Q1); Finance (Q1)"
240;21100888816;Signal Transduction and Targeted Therapy;20593635, 20959907;5,157;2021;Q1;"Cancer Research (Q1); Genetics (Q1)"
241;17249;IEEE Communications Magazine;1636804;5,147;2021;Q1;"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1)"
242;22687;Angewandte Chemie - International Edition;14337851, 15213773;5,126;2021;Q1;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
243;23011;Economic Journal;14680297, 00130133;5,108;2021;Q1;Economics and Econometrics (Q1)
244;21307;Management Science;00251909, 15265501;5,094;2021;Q1;"Management Science and Operations Research (Q1); Strategy and Management (Q1)"
245;23038;ACM Computing Surveys;03600300, 15577341;5,09;2021;Q1;"Computer Science (miscellaneous) (Q1); Theoretical Computer Science (Q1)"
246;29009;Journal of Public Economics;472727;5,089;2021;Q1;"Economics and Econometrics (Q1); Finance (Q1)"
247;12817;Personnel Psychology;00315826, 17446570;5,077;2021;Q1;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
248;15623;Human Reproduction Update;14602369, 13554786;5,073;2021;Q1;"Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1)"
249;19700175140;Genome Medicine;1756994X;5,067;2021;Q1;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)"
250;3600148102;Alzheimer's and Dementia;15525279, 15525260;5,059;2021;Q1;"Cellular and Molecular Neuroscience (Q1); Developmental Neuroscience (Q1); Epidemiology (Q1); Geriatrics and Gerontology (Q1); Health Policy (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
251;21101041823;Strategy Science;23332077, 23332050;5,054;2021;Q1;"Business and International Management (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)"
252;27239;IEEE Network;08908044, 1558156X;5,053;2021;Q1;"Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1)"
253;21100926577;Review of Asset Pricing Studies;20459920, 20459939;5,051;2021;Q1;"Economics and Econometrics (Q1); Finance (Q1)"
254;21677;American Journal of Human Genetics;15376605, 00029297;5,042;2021;Q1;"Genetics (Q1); Genetics (clinical) (Q1)"
255;21100904988;Trends in Chemistry;25895974;5,04;2021;Q1;Chemistry (miscellaneous) (Q1)
256;22428;Journal of Infection;01634453, 15322742;5,027;2021;Q1;"Infectious Diseases (Q1); Microbiology (medical) (Q1)"
257;28418;Brookings Papers on Economic Activity;00072303, 15334465;5,021;2021;Q1;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)"
258;29488;Progress in Particle and Nuclear Physics;1466410;5,019;2021;Q1;Nuclear and High Energy Physics (Q1)
259;25143;Advanced Functional Materials;1616301X;5;2021;Q1;"Biomaterials (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrochemistry (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
260;21101046404;Advances in Methods and Practices in Psychological Science;25152459, 25152467;4,95;2021;Q1;Psychology (miscellaneous) (Q1)
261;15555;American Journal of Political Science;00925853, 15405907;4,913;2021;Q1;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
262;21149;Leadership Quarterly;10489843;4,907;2021;Q1;"Applied Psychology (Q1); Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)"
263;21100200203;Wiley Interdisciplinary Reviews: Computational Molecular Science;17590876, 17590884;4,903;2021;Q1;"Biochemistry (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
264;21101049542;Med;26666359, 26666340;4,9;2021;Q1;Medicine (miscellaneous) (Q1)
265;21100416121;Nature Plants;2055026X;4,894;2021;Q1;Plant Science (Q1)
266;21365;Trends in Immunology;14714906, 14714981;4,89;2021;Q1;"Immunology (Q1); Immunology and Allergy (Q1)"
267;11700154368;Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques;16181913, 00738301;4,886;2021;Q1;Mathematics (miscellaneous) (Q1)
268;21100797856;Journal of Extracellular Vesicles;20013078;4,878;2021;Q1;"Cell Biology (Q1); Histology (Q1)"
269;21100420314;Energy Storage Materials;24058297;4,865;2021;Q1;"Energy Engineering and Power Technology (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
270;19700182758;Nature Communications;20411723;4,846;2021;Q1;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
271;21100201068;Cell Reports;22111247;4,845;2021;Q1;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
272;21100390174;Annual Review of Virology;23270578, 2327056X;4,839;2021;Q1;Virology (Q1)
273;21100217630;Strategic Entrepreneurship Journal;19324391, 1932443X;4,839;2021;Q1;"Business and International Management (Q1); Economics and Econometrics (Q1); Strategy and Management (Q1)"
274;25454;Blood;15280020, 00064971;4,834;2021;Q1;"Biochemistry (Q1); Cell Biology (Q1); Hematology (Q1); Immunology (Q1)"
275;21100261712;Analytic Methods in Accident Research;22136657;4,811;2021;Q1;"Safety Research (Q1); Transportation (Q1)"
276;19700188395;Annual Review of Marine Science;19410611, 19411405;4,801;2021;Q1;Oceanography (Q1)
277;20810;Immunological Reviews;01052896, 1600065X;4,801;2021;Q1;"Immunology (Q1); Immunology and Allergy (Q1)"
278;17555;Journal of Monetary Economics;3043932;4,767;2021;Q1;"Economics and Econometrics (Q1); Finance (Q1)"
279;12459;Journal of the National Cancer Institute;14602105, 00278874;4,76;2021;Q1;"Cancer Research (Q1); Oncology (Q1)"
280;21100242814;eLife;2050084X;4,752;2021;Q1;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
281;6400153137;Journal of Thoracic Oncology;15561380, 15560864;4,744;2021;Q1;"Medicine (miscellaneous) (Q1); Oncology (Q1); Pulmonary and Respiratory Medicine (Q1)"
282;21100327726;Applied Physics Reviews;19319401;4,738;2021;Q1;Physics and Astronomy (miscellaneous) (Q1)
283;19700176402;Cold Spring Harbor perspectives in biology;19430264;4,738;2021;Q1;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
284;5700191214;Molecular Neurodegeneration;17501326;4,731;2021;Q1;"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Neurology (clinical) (Q1)"
285;21101055750;Radiology: Artificial Intelligence;26386100;4,729;2021;Q1;"Artificial Intelligence (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
286;145558;Political Analysis;10471987, 14764989;4,712;2021;Q1;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
287;23063;Circulation Research;00097330, 15244571;4,709;2021;Q1;"Cardiology and Cardiovascular Medicine (Q1); Physiology (Q1)"
288;18525;Developmental Cell;15345807, 18781551;4,705;2021;Q1;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Cell Biology (Q1); Developmental Biology (Q1); Molecular Biology (Q1)"
289;12996;IEEE Signal Processing Magazine;10535888;4,703;2021;Q1;"Applied Mathematics (Q1); Electrical and Electronic Engineering (Q1); Music (Q1); Signal Processing (Q1)"
290;21100197947;Nano Energy;22112855;4,684;2021;Q1;"Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
291;17915;Proceedings of the IEEE;15582256, 00189219;4,678;2021;Q1;"Computer Science (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1)"
292;28096;Accounting Review;14826;4,674;2021;Q1;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
293;21100903225;EClinicalMedicine;25895370;4,657;2021;Q1;Medicine (miscellaneous) (Q1)
294;28825;IEEE Transactions on Power Systems;8858950;4,638;2021;Q1;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)"
295;20650;Journal of Management Studies;00222380, 14676486;4,638;2021;Q1;"Business and International Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
296;26574;Annals of Internal Medicine;15393704, 00034819;4,621;2021;Q1;"Internal Medicine (Q1); Medicine (miscellaneous) (Q1)"
297;13969;Psychological Science in the Public Interest, Supplement;15396053, 15291006;4,612;2021;Q1;Psychology (miscellaneous) (Q1)
298;11500153511;ACS Nano;1936086X, 19360851;4,611;2021;Q1;"Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physics and Astronomy (miscellaneous) (Q1)"
299;21101007236;Nature Machine Intelligence;25225839;4,602;2021;Q1;"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Software (Q1)"
300;14280;Protein Science;1469896X, 09618368;4,602;2021;Q1;"Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
301;17864;Radiology;00338419, 15271315;4,594;2021;Q1;Radiology, Nuclear Medicine and Imaging (Q1)
302;19370;Journal of the American Society of Nephrology : JASN;15333450, 10466673;4,589;2021;Q1;"Medicine (miscellaneous) (Q1); Nephrology (Q1)"
303;21100457028;Science advances;23752548;4,586;2021;Q1;Multidisciplinary (Q1)
304;15631;International Journal of Information Management;2684012;4,584;2021;Q1;"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Marketing (Q1)"
305;14317;Brain;14602156, 00068950;4,573;2021;Q1;"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
306;19700182323;Perspectives on Psychological Science;17456916, 17456924;4,563;2021;Q1;Psychology (miscellaneous) (Q1)
307;26099;Information Fusion;18726305, 15662535;4,557;2021;Q1;"Hardware and Architecture (Q1); Information Systems (Q1); Signal Processing (Q1); Software (Q1)"
308;19049;Trends in Genetics;01689525, 13624555;4,555;2021;Q1;Genetics (Q1)
309;23262;Inventiones Mathematicae;00209910, 14321297;4,553;2021;Q1;Mathematics (miscellaneous) (Q1)
310;21101045745;Carbon Energy;26379368;4,527;2021;Q1;"Energy (miscellaneous) (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
